Vessel Name,Call No,Order,Seq,Voyage Status,Port Name,Port Func,BL Code,BL Quantity,BL Date,Cargo Short Name,Arrival Local,Departure Local,Flag,Port Days,Sea Days,Port & Sea Days,Commence Date Gmt,Complete Date Gmt,total voyage days,Vessel Code,LS Sea Days,Total Sea Days,Total Port Days,Ownership,Cargo Group,Port Region,ETB,FunctionName,Region Code
DESERT CHALLENGER,NIAG-53,400,400,Completed,LAS PALMAS,F,,,,,2025-02-25T05:00:00,2025-02-25T17:30:00,GREEK,0.520833333333333,7.5,8.02083333333333,2025-01-29T01:48:00,2025-03-10T19:00:00,40.7166666666,NIAG,0.0,28.5881944444444,12.1284722222222,Owned Vessel,,NW Africa,2025-02-25T05:00:00,FUELING,EURO
DESERT CHALLENGER,NIAG-18,300,400,Completed,ST EUSTATIUS,F,,,,,2019-12-04T19:00:00,2019-12-05T10:00:00,GREEK,0.625,4.16666666666667,4.79166666666667,2019-10-28T18:00:00,2019-12-17T06:30:00,49.5208333333,NIAG,0.0,20.0833333333333,29.4375,Owned Vessel,,Caribbean,2019-12-04T19:00:00,FUELING,SAMR
DESERT CHALLENGER,NIAG-1048,200,200,Completed,SEPETIBA,Y,,,,,2024-06-13T20:30:00,2024-06-13T20:30:00,GREEK,0.0,0.0,0.0,2024-06-01T16:00:00,2024-07-22T15:54:00,50.9958333333,NIAG,0.523854166666667,32.9,18.0958333333333,Owned Vessel,,Brazil,2024-06-13T20:30:00,DELIVERY,SAMR
DESERT CHALLENGER,NIAG-1048,300,500,Completed,SEPETIBA,L,,51228.265,,STEEL SLABS,2024-06-13T20:30:00,2024-06-21T10:00:00,GREEK,7.5625,13.1708333333333,20.7333333333333,2024-06-01T16:00:00,2024-07-22T15:54:00,50.9958333333,NIAG,0.0,32.9,18.0958333333333,Owned Vessel,STEELS,Brazil,2024-06-15T21:42:00,LOADING,SAMR
DESERT CHALLENGER,NIAG-48,300,400,Completed,SEPETIBA,O,,,,,2024-06-13T20:30:00,2024-06-13T20:30:00,GREEK,0.0,0.0,0.0,2024-06-01T16:00:00,2024-07-22T15:54:00,50.9958333333,NIAG,0.523854166666667,32.9,18.0958333333333,Owned Vessel,,Brazil,2024-06-13T20:30:00,OTHER,SAMR
DESERT CHALLENGER,NIAG-48,400,700,Completed,SEPETIBA,L,,0.0,,,2024-06-13T20:30:00,2024-06-21T10:00:00,GREEK,7.5625,13.1708333333333,20.7333333333333,2024-06-01T16:00:00,2024-07-22T15:54:00,50.9958333333,NIAG,0.0,32.9,18.0958333333333,Owned Vessel,,Brazil,2024-06-15T21:42:00,LOADING,SAMR
DESERT CHALLENGER,NIAG-17,600,500,Completed,LAS PALMAS,F,,,,,2019-10-03T10:00:00,2019-10-03T23:20:00,GREEK,0.555555555555556,8.27777777777778,8.83333333333333,2019-08-23T12:45:00,2019-10-28T18:00:00,66.21875,NIAG,1.12542010388023,23.1527777777778,43.0659722222222,Owned Vessel,,NW Africa,2019-10-03T10:00:00,FUELING,EURO
DESERT CHALLENGER,NIAG-44,600,900,Completed,HEREKE,L,,0.0,,,2023-12-11T07:36:00,2023-12-16T01:24:00,GREEK,4.74166666666667,0.316666666666667,5.05833333333333,2023-12-05T14:30:00,2024-01-20T04:30:00,45.5833333333,NIAG,0.0,24.9791666666667,20.6041666666667,Owned Vessel,,Mediterranean,2023-12-11T09:36:00,LOADING,EURO
DESERT CHALLENGER,NIAG-13,300,300,Completed,LAGOS (NIGERIA),D,,26398.937,,wheat,2019-03-26T17:00:00,2019-04-04T10:00:00,GREEK,8.70833333333333,0.0,8.70833333333333,2019-02-20T03:00:00,2019-04-04T09:00:00,43.25,NIAG,2.40243055555556,19.4791666666667,23.7708333333333,Owned Vessel,GRAINS,W Africa,2019-03-28T15:50:00,DISCHARGING,AFRA
DESERT CHALLENGER,NIAG-1044,500,400,Completed,HEREKE,L,,55000.0,,cement,2023-12-11T07:36:00,2023-12-16T01:24:00,GREEK,4.74166666666667,0.316666666666667,5.05833333333333,2023-12-05T14:30:00,2024-01-20T04:30:00,45.5833333333,NIAG,0.0,24.9791666666667,20.6041666666667,Owned Vessel,OTHER BULK,Mediterranean,2023-12-11T09:36:00,LOADING,EURO
DESERT CHALLENGER,NIAG-1045,800,500,Completed,PECEM,Z,,,,,2024-02-20T02:00:00,2024-02-20T02:00:00,GREEK,0.0,0.0,0.0,2024-01-20T04:30:00,2024-02-20T05:00:00,31.0208333333,NIAG,0.0,16.1833333333333,14.8375,Owned Vessel,,Brazil,2024-02-20T02:00:00,REDELIVERY,SAMR
DESERT CHALLENGER,NIAG-45,1000,300,Completed,PECEM,Z,,,,,2024-02-20T02:00:00,2024-02-20T02:00:00,GREEK,0.0,0.0,0.0,2024-01-20T04:30:00,2024-02-20T05:00:00,31.0208333333,NIAG,0.0,16.1833333333333,14.8375,Owned Vessel,,Brazil,2024-02-20T02:00:00,REDELIVERY,SAMR
DESERT CHALLENGER,NIAG-45,800,1800,Completed,PECEM,D,,0.0,,,2024-02-09T23:00:00,2024-02-20T02:00:00,GREEK,10.125,0.0,10.125,2024-01-20T04:30:00,2024-02-20T05:00:00,31.0208333333,NIAG,0.0371527777777778,16.1833333333333,14.8375,Owned Vessel,,Brazil,2024-02-12T07:48:00,DISCHARGING,SAMR
DESERT CHALLENGER,NIAG-45,900,800,Completed,PECEM,O,,,,,2024-02-20T02:00:00,2024-02-20T02:00:00,GREEK,0.0,0.0,0.0,2024-01-20T04:30:00,2024-02-20T05:00:00,31.0208333333,NIAG,0.0,16.1833333333333,14.8375,Owned Vessel,,Brazil,2024-02-20T02:00:00,OTHER,SAMR
DESERT CHALLENGER,NIAG-50,900,800,Completed,TIN CAN ISLAND,D,,37196.72,,wheat rmw,2024-10-02T05:30:00,2024-10-15T11:06:00,GREEK,13.2333333333333,1.1625,14.3958333333333,2024-08-23T21:12:00,2024-10-24T15:30:00,61.7625,NIAG,1.15416666666667,27.2333333333333,34.5291666666667,Owned Vessel,GRAINS,W Africa,2024-10-04T23:00:00,DISCHARGING,AFRA
DESERT CHALLENGER,NIAG-40,800,400,Completed,TAICHUNG,Z,,,,,2023-07-09T02:00:00,2023-07-09T02:00:00,GREEK,0.0,0.0,0.0,2023-05-03T13:42:00,2023-07-08T18:00:00,66.1791666666,NIAG,0.0,39.2409722222222,26.9381944444444,Owned Vessel,,China,2023-07-09T02:00:00,REDELIVERY,ASIA
DESERT CHALLENGER,NIAG-40,700,1100,Completed,TAICHUNG,D,,0.0,,,2023-07-02T08:30:00,2023-07-09T02:00:00,GREEK,6.72916666666667,0.0,6.72916666666667,2023-05-03T13:42:00,2023-07-08T18:00:00,66.1791666666,NIAG,0.0190972222222222,39.2409722222222,26.9381944444444,Owned Vessel,,China,2023-07-04T08:05:00,DISCHARGING,ASIA
DESERT CHALLENGER,NIAG-1045,700,1300,Completed,PECEM,D,,0.0,,,2024-02-09T23:00:00,2024-02-20T02:00:00,GREEK,10.125,0.0,10.125,2024-01-20T04:30:00,2024-02-20T05:00:00,31.0208333333,NIAG,0.0371527777777778,16.1833333333333,14.8375,Owned Vessel,,Brazil,2024-02-12T07:48:00,DISCHARGING,SAMR
DESERT CHALLENGER,NIAG-12,300,200,Completed,UST-LUGA,L,,48900.0,,sulphur gen,2018-12-29T11:00:00,2019-01-02T13:00:00,GREEK,4.08333333333333,3.54236111111111,7.62569444444444,2018-12-20T16:00:00,2019-02-20T03:00:00,61.4583333333,NIAG,3.38090277777778,49.55625,11.9020833333333,Owned Vessel,OTHER BULK,Baltic,2018-12-30T00:05:00,LOADING,EURO
DESERT CHALLENGER,NIAG-31,500,600,Completed,MISS R ABOVE MILE 88.5 PLUS,D,,0.0,,,2022-04-16T02:00:00,2022-04-24T15:10:00,GREEK,8.54861111111111,0.0,8.54861111111111,2022-03-24T21:00:00,2022-04-24T20:10:00,30.96527775,NIAG,17.9994047619048,19.6041666666667,11.5277777777778,Owned Vessel,,United States,2022-04-17T10:20:00,DISCHARGING,NAMR
DESERT CHALLENGER,NIAG-32,200,300,Completed,MISS R ABOVE MILE 88.5 PLUS,O,,,,,2022-04-24T15:10:00,2022-04-24T15:10:00,GREEK,0.0,1.00347222222222,1.00347222222222,2022-04-24T20:10:00,2022-06-11T07:00:00,47.451388875,NIAG,0.0,23.5659722222222,23.8854166666667,Owned Vessel,,United States,2022-04-24T15:10:00,OTHER,NAMR
DESERT CHALLENGER,NIAG-1031,400,400,Completed,MISS R ABOVE MILE 88.5 PLUS,D,,0.0,,urea,2022-04-16T02:00:00,2022-04-24T15:10:00,GREEK,8.54861111111111,0.0,8.54861111111111,2022-03-24T21:00:00,2022-04-24T20:10:00,30.96527775,NIAG,17.9994047619048,19.6041666666667,11.3611111111111,Owned Vessel,OTHER BULK,United States,2022-04-17T10:20:00,DISCHARGING,NAMR
DESERT CHALLENGER,NIAG-55,500,1000,Completed,MISS R ABOVE MILE 88.5 PLUS,L,,0.0,,,2025-05-17T22:10:00,2025-05-26T01:00:00,GREEK,8.11805555555556,15.0625,23.1805555555556,2025-05-16T16:00:00,2025-07-01T19:30:00,46.1458333333,NIAG,2.37430555555556,16.5277777777778,29.6180555555556,Owned Vessel,,United States,2025-05-23T17:30:00,LOADING,NAMR
DESERT CHALLENGER,NIAG-1055,400,800,Completed,MISS R ABOVE MILE 88.5 PLUS,L,,36009.0,,YELLOW CORN,2025-05-17T22:10:00,2025-05-26T01:00:00,GREEK,8.11805555555556,15.0625,23.1805555555556,2025-05-16T16:00:00,2025-07-01T19:30:00,46.1458333333,NIAG,2.37430555555556,16.5277777777778,29.6180555555556,Owned Vessel,,United States,2025-05-23T17:30:00,LOADING,NAMR
DESERT CHALLENGER,NIAG-44,500,800,Completed,HEREKE,O,,,,,2023-12-11T07:36:00,2023-12-11T07:36:00,GREEK,0.0,0.0,0.0,2023-12-05T14:30:00,2024-01-20T04:30:00,45.5833333333,NIAG,0.0,24.9791666666667,20.6041666666667,Owned Vessel,,Mediterranean,2023-12-11T07:36:00,OTHER,EURO
DESERT CHALLENGER,NIAG-47,500,500,Completed,PORT HARCOURT,D,,17550.0,,SALT,2024-05-25T00:30:00,2024-06-01T17:00:00,GREEK,7.6875,0.0,7.6875,2024-04-05T16:30:00,2024-06-01T16:00:00,56.9791666666,NIAG,0.0,20.2958333333333,36.6833333333333,Owned Vessel,UNSPECIFIED,W Africa,2024-05-27T19:42:00,DISCHARGING,AFRA
DESERT CHALLENGER,NIAG-32,100,100,Completed,MISS R ABOVE MILE 88.5 PLUS,Y,,,,,2022-04-24T15:10:00,2022-04-24T15:10:00,GREEK,0.0,0.0,0.0,2022-04-24T20:10:00,2022-06-11T07:00:00,47.451388875,NIAG,0.0,23.5659722222222,23.8854166666667,Owned Vessel,,United States,2022-04-24T15:10:00,DELIVERY,NAMR
DESERT CHALLENGER,NIAG-51,300,300,Completed,PORT KAMSAR,L,,56239.0,,bauxite,2024-10-31T14:30:00,2024-11-04T12:00:00,GREEK,3.89583333333333,15.5166666666667,19.4125,2024-10-24T15:30:00,2024-12-16T17:06:00,53.0666666666,NIAG,0.0,40.2375,12.8291666666667,Owned Vessel,OTHER BULK,W Africa,2024-11-02T09:12:00,LOADING,AFRA
DESERT CHALLENGER,NIAG-31,600,200,Completed,MISS R ABOVE MILE 88.5 PLUS,Z,,,,,2022-04-24T15:10:00,2022-04-24T15:10:00,GREEK,0.0,0.0,0.0,2022-03-24T21:00:00,2022-04-24T20:10:00,30.96527775,NIAG,2.18055555555556,19.6041666666667,11.5277777777778,Owned Vessel,,United States,2022-04-24T15:10:00,REDELIVERY,NAMR
DESERT CHALLENGER,NIAG-42,500,400,Completed,HUANGHUA,L,,47887.0,,urea,2023-09-06T05:30:00,2023-09-25T12:00:00,GREEK,19.2708333333333,9.5625,28.8333333333333,2023-08-30T15:00:00,2023-10-17T20:00:00,48.2083333333,NIAG,0.754201388888889,17.0430555555556,31.1652777777778,Owned Vessel,OTHER BULK,China,2023-09-15T16:10:00,LOADING,ASIA
DESERT CHALLENGER,NIAG-37,400,800,Completed,HALDIA,L,,25000.0,2023-02-07T00:00:00,iron ore fines,2023-02-05T14:00:00,2023-02-08T15:30:00,GREEK,3.0625,0.25,3.3125,2023-02-03T03:18:00,2023-03-03T03:24:00,28.0041666666,NIAG,0.0,18.1125,9.89166666666667,Owned Vessel,OTHER BULK,E India,2023-02-06T05:54:00,LOADING,ASIA
DESERT CHALLENGER,NIAG-55,400,500,Completed,SW PASS,O,,,,,2025-05-17T22:10:00,2025-05-17T22:10:00,GREEK,0.0,0.0,0.0,2025-05-16T16:00:00,2025-07-01T19:30:00,46.1458333333,NIAG,0.0185763888888889,16.5277777777778,29.6180555555556,Owned Vessel,,United States,2025-05-17T22:10:00,OTHER,NAMR
DESERT CHALLENGER,NIAG-1055,300,300,Completed,SW PASS,Y,,,,,2025-05-17T22:10:00,2025-05-17T22:10:00,GREEK,0.0,0.0,0.0,2025-05-16T16:00:00,2025-07-01T19:30:00,46.1458333333,NIAG,0.0185763888888889,16.5277777777778,29.6180555555556,Owned Vessel,,United States,2025-05-17T22:10:00,DELIVERY,NAMR
DESERT CHALLENGER,NIAG-32,300,600,Completed,SW PASS,W,,,,,2022-04-25T15:15:00,2022-04-26T08:00:00,GREEK,0.697916666666667,1.08333333333333,1.78125,2022-04-24T20:10:00,2022-06-11T07:00:00,47.451388875,NIAG,0.385763888888889,23.5659722222222,23.8854166666667,Owned Vessel,,United States,2022-04-25T15:15:00,WAITING,NAMR
DESERT CHALLENGER,NIAG-35,400,400,Completed,RUWAIS,L,,52499.979,2022-11-25T00:00:00,sulphur gen,2022-11-18T00:01:00,2022-11-25T23:30:00,GREEK,7.97847222222222,9.85416666666667,17.8326388888889,2022-11-14T13:54:00,2023-01-02T11:18:00,48.8916666666,NIAG,0.0,23.4756944444444,25.4159722222222,Owned Vessel,OTHER BULK,Middle East,2022-11-21T10:12:00,LOADING,ASIA
DESERT CHALLENGER,NIAG-1044,400,300,Completed,HEREKE,Y,,,,,2023-12-11T07:36:00,2023-12-11T07:36:00,GREEK,0.0,0.0,0.0,2023-12-05T14:30:00,2024-01-20T04:30:00,45.5833333333,NIAG,0.0,24.9791666666667,20.6041666666667,Owned Vessel,,Mediterranean,2023-12-11T07:36:00,DELIVERY,EURO
DESERT CHALLENGER,NIAG-35,300,300,Completed,RUWAIS,Y,,,,,2022-11-18T00:01:00,2022-11-18T00:01:00,GREEK,0.0,0.0,0.0,2022-11-14T13:54:00,2023-01-02T11:18:00,48.8916666666,NIAG,0.0,23.4756944444444,25.4159722222222,Owned Vessel,,Middle East,2022-11-18T00:01:00,DELIVERY,ASIA
DESERT CHALLENGER,NIAG-35,600,600,Completed,CHENNAI,D,,9000.0,,NO NAME,2022-12-14T22:00:00,2022-12-17T19:00:00,GREEK,2.875,5.35416666666667,8.22916666666667,2022-11-14T13:54:00,2023-01-02T11:18:00,48.8916666666,NIAG,0.0,23.4756944444444,25.4159722222222,Owned Vessel,,E India,2022-12-15T01:00:00,DISCHARGING,ASIA
DESERT CHALLENGER,NIAG-1032,200,400,Completed,SW PASS,W,,,,,2022-04-25T15:15:00,2022-04-26T08:00:00,GREEK,0.697916666666667,1.08333333333333,1.78125,2022-04-24T20:10:00,2022-06-11T07:00:00,47.451388875,NIAG,0.385763888888889,23.5659722222222,23.8854166666667,Owned Vessel,,United States,2022-04-25T15:15:00,WAITING,NAMR
DESERT CHALLENGER,NIAG-26,700,1600,Completed,FANGCHENG,D,,0.0,,,2021-06-20T04:30:00,2021-07-19T12:12:00,GREEK,29.3208333333333,0.0,29.3208333333333,2021-04-23T12:30:00,2021-07-19T04:12:00,86.6541666666,NIAG,0.223751560549313,48.8548611111111,37.7993055555556,Owned Vessel,,China,2021-07-06T16:00:00,DISCHARGING,ASIA
DESERT CHALLENGER,NIAG-22,200,200,Completed,SAN PEDRO (IVORY COAST),W,,,,,2020-07-30T21:00:00,2020-08-01T06:00:00,GREEK,1.375,0.0,1.375,2020-07-27T15:00:00,2020-09-04T16:30:00,39.0625,NIAG,0.0,20.375,18.6875,Owned Vessel,,W Africa,2020-07-30T21:00:00,WAITING,AFRA
DESERT CHALLENGER,NIAG-26,800,600,Completed,FANGCHENG,Z,,,,,2021-07-19T12:12:00,2021-07-19T12:12:00,GREEK,0.0,0.0,0.0,2021-04-23T12:30:00,2021-07-19T04:12:00,86.6541666666,NIAG,0.0,48.8548611111111,37.7993055555556,Owned Vessel,,China,2021-07-19T12:12:00,REDELIVERY,ASIA
DESERT CHALLENGER,NIAG-22,300,300,Completed,SAN PEDRO (IVORY COAST),L,,45014.79,,nickel ore,2020-08-01T06:00:00,2020-08-06T18:00:00,GREEK,5.5,14.3958333333333,19.8958333333333,2020-07-27T15:00:00,2020-09-04T16:30:00,39.0625,NIAG,0.0,20.375,18.6875,Owned Vessel,OTHER BULK,W Africa,2020-08-01T09:50:00,LOADING,AFRA
DESERT CHALLENGER,NIAG-41,300,300,Completed,LANSHAN,D,,0.0,,nickel ore,2023-08-26T02:00:00,2023-08-30T23:00:00,GREEK,4.875,0.0,4.875,2023-07-08T18:00:00,2023-08-30T15:00:00,52.875,NIAG,0.220746828143022,29.6666666666667,23.2083333333333,Owned Vessel,OTHER BULK,China,2023-08-27T09:40:00,DISCHARGING,ASIA
DESERT CHALLENGER,NIAG-56,300,200,Completed,TROMBETAS,L,,46400.0,,bauxite,2025-07-13T21:30:00,2025-07-20T20:00:00,GREEK,6.9375,12.1458333333333,19.0833333333333,2025-07-01T19:30:00,2025-08-13T05:00:00,42.3958333333,NIAG,0.0,27.6458333333333,14.75,Owned Vessel,OTHER BULK,Brazil,2025-07-17T13:30:00,LOADING,SAMR
DESERT CHALLENGER,NIAG-42,200,200,Completed,LANSHAN,W,,,,,2023-08-31T02:15:00,2023-08-31T20:38:00,GREEK,0.765972222222222,0.598611111111111,1.36458333333333,2023-08-30T15:00:00,2023-10-17T20:00:00,48.2083333333,NIAG,0.0,17.0430555555556,31.1652777777778,Owned Vessel,,China,2023-08-31T02:15:00,WAITING,ASIA
DESERT CHALLENGER,NIAG-42,300,1100,Completed,LANSHAN,W,,,,,2023-09-01T11:00:00,2023-09-04T16:35:00,GREEK,3.23263888888889,1.0,4.23263888888889,2023-08-30T15:00:00,2023-10-17T20:00:00,48.2083333333,NIAG,0.0,17.0430555555556,31.1652777777778,Owned Vessel,,China,2023-09-01T11:00:00,WAITING,ASIA
DESERT DIGNITY,DIGN-26,600,900,Completed,SEPT-ILES,D,,0.0,,alumina,2022-05-29T21:00:00,2022-06-05T10:50:00,GREEK,6.57638888888889,0.0,6.57638888888889,2022-04-05T00:00:00,2022-06-05T14:50:00,61.6180555416,DIGN,3.56951828580635,32.5,29.1180555555556,Owned Vessel,OTHER BULK,St Lawrence,2022-06-02T20:15:00,DISCHARGING,NAMR
DESERT DIGNITY,DIGN-29,200,400,Completed,SAN PEDRO (IVORY COAST),L,,49186.851,2022-09-10T00:00:00,nickel ore,2022-09-05T07:30:00,2022-09-10T18:00:00,GREEK,5.4375,11.5,16.9375,2022-09-02T12:00:00,2022-10-27T04:00:00,54.6666666666,DIGN,0.0,44.3541666666667,10.3125,Owned Vessel,OTHER BULK,W Africa,2022-09-07T15:50:00,LOADING,AFRA
DESERT DIGNITY,DIGN-1,1000,1900,Completed,RINGASKIDDY,D,,20155.04,,wheat bran pellets,2019-02-06T00:00:00,2019-02-12T19:00:00,GREEK,6.79166666666667,0.666666666666667,7.45833333333333,2018-11-30T06:00:00,2019-02-16T17:10:00,78.46527775,DIGN,0.0,47.5201388888889,30.9451388888889,Owned Vessel,GRAINS,North Europe,2019-02-07T04:30:00,DISCHARGING,EURO
DESERT DIGNITY,DIGN-14,300,300,Completed,PORT KAMSAR,Y,,,,,2020-08-16T00:01:00,2020-08-16T00:01:00,GREEK,0.0,0.0,0.0,2020-08-08T12:00:00,2020-09-11T13:10:00,34.0486110833,DIGN,0.0,14.2083333333333,19.8402777777778,Owned Vessel,,W Africa,2020-08-16T00:01:00,DELIVERY,AFRA
DESERT DIGNITY,DIGN-45,200,700,Completed,TUTICORIN,W,,,,,2024-11-26T10:00:00,2024-11-26T19:00:00,GREEK,0.375,6.47916666666667,6.85416666666667,2024-11-25T21:30:00,2025-01-02T00:15:00,37.1145833333,DIGN,0.0,18.3534722222222,18.7611111111111,Owned Vessel,,India,2024-11-26T10:00:00,WAITING,ASIA
DESERT DIGNITY,DIGN-44,800,500,Completed,TUTICORIN,Z,,,,,2024-11-26T03:00:00,2024-11-26T03:00:00,GREEK,0.0,0.0,0.0,2024-10-25T16:30:00,2024-11-25T21:30:00,31.2083333333,DIGN,0.0,17.9166666666667,13.2916666666667,Owned Vessel,,India,2024-11-26T03:00:00,REDELIVERY,ASIA
DESERT DIGNITY,DIGN-26,400,400,Completed,STRAUMSVIK,D,,0.0,,alumina,2022-05-12T01:00:00,2022-05-22T03:00:00,GREEK,10.0833333333333,7.91666666666667,18.0,2022-04-05T00:00:00,2022-06-05T14:50:00,61.6180555416,DIGN,0.917154201849618,32.5,29.1180555555556,Owned Vessel,OTHER BULK,North Europe,2022-05-13T16:00:00,DISCHARGING,EURO
DESERT DIGNITY,DIGN-10,1000,4500,Completed,ZHOUSHAN,D,,0.0,,,2020-01-07T09:00:00,2020-01-10T18:00:00,GREEK,3.375,0.458333333333333,3.83333333333333,2019-11-28T16:25:00,2020-01-19T01:35:00,51.3819444166,DIGN,0.0278977224621116,28.0756944444444,23.30625,Owned Vessel,,China,2020-01-09T15:30:00,DISCHARGING,ASIA
DESERT DIGNITY,DIGN-37,500,500,Completed,YANGPU,D,,50400.0,2024-04-06T00:00:00,wheat cwrs,2024-03-23T02:30:00,2024-04-07T11:00:00,GREEK,15.3541666666667,0.0,15.3541666666667,2024-01-26T10:00:00,2024-04-07T03:00:00,71.7083333333,DIGN,2.29366127434797,44.9791666666667,26.7291666666667,Owned Vessel,GRAINS,China,2024-03-31T20:40:00,DISCHARGING,ASIA
DESERT DIGNITY,DIGN-37,600,600,Completed,YANGPU,F,,,,,2024-04-07T11:00:00,2024-04-07T11:00:00,GREEK,0.0,0.0,0.0,2024-01-26T10:00:00,2024-04-07T03:00:00,71.7083333333,DIGN,0.0,44.9791666666667,26.7291666666667,Owned Vessel,,China,2024-04-07T11:00:00,FUELING,ASIA
DESERT DIGNITY,DIGN-38,200,200,Completed,YANGPU,Y,,,,,2024-04-07T11:00:00,2024-04-07T11:00:00,GREEK,0.0,5.02083333333333,5.02083333333333,2024-04-07T03:00:00,2024-05-02T08:00:00,25.2083333333,DIGN,0.0,10.6041666666667,14.6041666666667,Owned Vessel,,China,2024-04-07T11:00:00,DELIVERY,ASIA
DESERT DIGNITY,DIGN-47,1700,4000,Completed,ZHANGJIAGANG,D,,0.0,,,2025-04-10T18:00:00,2025-04-16T18:20:00,GREEK,6.01388888888889,0.544444444444444,6.55833333333333,2025-01-18T18:00:00,2025-04-19T19:30:00,91.0625,DIGN,0.0839379910213243,43.4819444444444,47.5805555555556,Owned Vessel,,China,2025-04-14T17:54:00,DISCHARGING,ASIA
DESERT DIGNITY,DIGN-10,1600,500,Completed,CHINA (COUNTRY),Z,,,,,2020-01-19T09:35:00,2020-01-19T09:35:00,GREEK,0.0,0.0,0.0,2019-11-28T16:25:00,2020-01-19T01:35:00,51.3819444166,DIGN,0.91077380952381,28.0756944444444,23.30625,Owned Vessel,,China,2020-01-19T09:35:00,REDELIVERY,ASIA
DESERT DIGNITY,DIGN-44,700,1200,Completed,TUTICORIN,D,,0.0,,,2024-11-18T18:00:00,2024-11-26T03:00:00,GREEK,7.375,0.0,7.375,2024-10-25T16:30:00,2024-11-25T21:30:00,31.2083333333,DIGN,0.238988095238095,17.9166666666667,13.2916666666667,Owned Vessel,,India,2024-11-21T03:15:00,DISCHARGING,ASIA
DESERT DIGNITY,DIGN-1030,600,900,Completed,SINGAPORE EASTERN OPL,F,,,,,2022-12-23T04:30:00,2022-12-23T23:59:00,GREEK,0.811805555555556,0.438194444444444,1.25,2022-10-27T04:00:00,2023-01-09T11:30:00,74.3125,DIGN,0.0,52.6673611111111,21.6451388888889,Owned Vessel,,SE Asia,2022-12-23T04:30:00,FUELING,ASIA
DESERT DIGNITY,DIGN-12,300,1200,Completed,KALAMA,L,,13195.68,,wheat hrw,2020-03-30T01:00:00,2020-04-06T20:00:00,GREEK,7.79166666666667,13.5833333333333,21.375,2020-03-05T15:30:00,2020-06-14T17:00:00,101.0625,DIGN,1.63997547748682,55.9569444444444,45.1055555555555,Owned Vessel,GRAINS,W United States,2020-04-04T07:20:00,LOADING,NAMR
DESERT DIGNITY,DIGN-12,300,1200,Completed,KALAMA,L,,26006.503,,wheat srw,2020-03-30T01:00:00,2020-04-06T20:00:00,GREEK,7.79166666666667,13.5833333333333,21.375,2020-03-05T15:30:00,2020-06-14T17:00:00,101.0625,DIGN,1.63997547748682,55.9569444444444,45.1055555555555,Owned Vessel,GRAINS,W United States,2020-04-04T07:20:00,LOADING,NAMR
DESERT DIGNITY,DIGN-12,300,1200,Completed,KALAMA,L,,11558.324,,wheat had,2020-03-30T01:00:00,2020-04-06T20:00:00,GREEK,7.79166666666667,13.5833333333333,21.375,2020-03-05T15:30:00,2020-06-14T17:00:00,101.0625,DIGN,1.63997547748682,55.9569444444444,45.1055555555555,Owned Vessel,GRAINS,W United States,2020-04-04T07:20:00,LOADING,NAMR
DESERT DIGNITY,DIGN-6,500,1100,Completed,TABONEO,L,,25090.0,,coal,2019-09-03T07:00:00,2019-09-09T00:00:00,GREEK,5.70833333333333,3.79166666666667,9.5,2019-08-25T06:35:00,2019-10-06T11:15:00,42.1944444166,DIGN,0.0,19.9340277777778,22.2604166666667,Owned Vessel,OTHER BULK,Indonesia,2019-09-03T07:00:00,LOADING,ASIA
DESERT DIGNITY,DIGN-11,800,3400,Completed,SINGAPORE EASTERN OPL,W,,,,,2020-02-13T13:00:00,2020-02-27T00:01:00,GREEK,13.4590277777778,0.165972222222222,13.625,2020-01-19T01:35:00,2020-03-05T15:30:00,46.5798610833,DIGN,0.0,7.70416666666667,38.8756944444444,Owned Vessel,,SE Asia,2020-02-13T13:00:00,WAITING,ASIA
DESERT DIGNITY,DIGN-30,700,1500,Completed,SINGAPORE EASTERN OPL,F,,,,,2022-12-23T04:30:00,2022-12-23T23:59:00,GREEK,0.811805555555556,0.438194444444444,1.25,2022-10-27T04:00:00,2023-01-09T11:30:00,74.3125,DIGN,0.0,52.6673611111111,21.6451388888889,Owned Vessel,,SE Asia,2022-12-23T04:30:00,FUELING,ASIA
DESERT DIGNITY,DIGN-31,600,700,Completed,SINGAPORE EASTERN OPL,F,,,,,2023-02-18T19:00:00,2023-02-19T19:00:00,GREEK,1.0,4.77083333333333,5.77083333333333,2023-01-09T11:30:00,2023-03-16T09:10:00,65.90277775,DIGN,0.0,35.125,30.7777777777778,Owned Vessel,,SE Asia,2023-02-18T19:00:00,FUELING,ASIA
DESERT DIGNITY,DIGN-39,500,1400,Completed,SINGAPORE WESTERN OPL,O,,,,,2024-05-18T00:00:00,2024-05-18T00:00:00,GREEK,0.0,1.22916666666667,1.22916666666667,2024-05-02T08:00:00,2024-06-01T17:00:00,30.375,DIGN,0.0,8.19861111111111,22.1763888888889,Owned Vessel,,SE Asia,2024-05-18T00:00:00,OTHER,ASIA
DESERT DIGNITY,DIGN-6,1000,400,Completed,REVDANDA,Z,,,,,2019-10-06T16:45:00,2019-10-06T16:45:00,GREEK,0.0,0.0,0.0,2019-08-25T06:35:00,2019-10-06T11:15:00,42.1944444166,DIGN,0.0,19.9340277777778,22.2604166666667,Owned Vessel,,W India,2019-10-06T16:45:00,REDELIVERY,ASIA
